term,matched_DOID,num matched DOID,code
premature ovarian failure,primary ovarian insufficiency 18___DOID_0112269,5,DOID:0112269
"pressure, high blood",,0,
priapism,priapism___DOID_9286,1,DOID:9286
prickly heat,miliaria rubra___DOID_11153,1,DOID:11153
processing disorder,,0,
proctitis,obsolete anorectal gonorrhea___DOID_11987,4,DOID:11987
proctitis,obsolete chlamydia trachomatis proctitis___DOID_12539,4,DOID:12539
proctitis,proctitis___DOID_3127,4,DOID:3127
proctitis,obsolete ulcerative proctitis___DOID_8907,4,DOID:8907
proctosigmoiditis,obsolete ulcerative proctosigmoiditis___DOID_8775,1,DOID:8775
prolapse syndrome,postural orthostatic tachycardia syndrome___DOID_0111154,2,DOID:0111154
prolapse syndrome,obsolete soldiers heart___DOID_0050533,2,DOID:0050533
prolong qt interval,,0,
prolonged qt interval,long qt syndrome 1___DOID_0110644,1,DOID:0110644
prominent eye,,0,
prominent eyes,,0,
prominent globe,,0,
proptosis,exophthalmos___DOID_9370,2,DOID:9370
proptosis,intermittent proptosis___DOID_12363,2,DOID:12363
prostate cancer,prostate cancer___DOID_10283,1,DOID:10283
prostate cancers,,0,
prostatic cancer,prostate cancer___DOID_10283,1,DOID:10283
prostatic cancers,prostate cancer___DOID_10283,1,DOID:10283
prostatitis,acute gonococcal prostatitis___DOID_13943,4,DOID:13943
prostatitis,obsolete trichomonas prostatitis___DOID_11944,4,DOID:11944
prostatitis,prostatitis___DOID_14654,4,DOID:14654
prostatitis,obsolete bacterial prostatitis___DOID_12356,4,DOID:12356
prothrombin mutation,,0,
prothrombin mutations,,0,
protruding eyes,,0,
pseudobulbar,pseudobulbar palsy___DOID_12680,1,DOID:12680
pseudopolyarthritis,,0,
pseudotumor cerebri,pseudotumor cerebri___DOID_11459,1,DOID:11459
psora,,0,
psoras,,0,
psoriases,,0,
psoriasi,psoriasis 6___DOID_0111290,19,DOID:0111290
psoriasi,psoriatic arthritis___DOID_9008,19,DOID:9008
psoriasi,psoriasis 11___DOID_0111285,19,DOID:0111285
psoriasi,psoriasis 7___DOID_0111279,19,DOID:0111279
psoriasi,psoriasis___DOID_8893,19,DOID:8893
psoriasi,psoriasis 2___DOID_0080475,19,DOID:0080475
psoriasi,parapsoriasis___DOID_9088,19,DOID:9088
psoriasi,psoriasis 1___DOID_0111286,19,DOID:0111286
psoriasi,psoriasis 3___DOID_0111283,19,DOID:0111283
psoriasi,pustulosis of palm and sole___DOID_4398,19,DOID:4398
psoriasi,pustular psoriasis 14___DOID_0080474,19,DOID:0080474
psoriasi,psoriasis 13___DOID_0111287,19,DOID:0111287
psoriasi,psoriasis 5___DOID_0111282,19,DOID:0111282
psoriasi,psoriasis 8___DOID_0111288,19,DOID:0111288
psoriasi,psoriasis 10___DOID_0111289,19,DOID:0111289
psoriasi,psoriasis 4___DOID_0111280,19,DOID:0111280
psoriasi,psoriasis 9___DOID_0111284,19,DOID:0111284
psoriasi,psoriasis 15___DOID_0111281,19,DOID:0111281
psoriasi,psoriasis 12___DOID_0111291,19,DOID:0111291
psoriasis,psoriasis 6___DOID_0111290,19,DOID:0111290
psoriasis,psoriatic arthritis___DOID_9008,19,DOID:9008
psoriasis,psoriasis 11___DOID_0111285,19,DOID:0111285
psoriasis,psoriasis 7___DOID_0111279,19,DOID:0111279
psoriasis,psoriasis___DOID_8893,19,DOID:8893
psoriasis,psoriasis 2___DOID_0080475,19,DOID:0080475
psoriasis,parapsoriasis___DOID_9088,19,DOID:9088
psoriasis,psoriasis 1___DOID_0111286,19,DOID:0111286
psoriasis,psoriasis 3___DOID_0111283,19,DOID:0111283
psoriasis,pustulosis of palm and sole___DOID_4398,19,DOID:4398
psoriasis,pustular psoriasis 14___DOID_0080474,19,DOID:0080474
psoriasis,psoriasis 13___DOID_0111287,19,DOID:0111287
psoriasis,psoriasis 5___DOID_0111282,19,DOID:0111282
psoriasis,psoriasis 8___DOID_0111288,19,DOID:0111288
psoriasis,psoriasis 10___DOID_0111289,19,DOID:0111289
psoriasis,psoriasis 4___DOID_0111280,19,DOID:0111280
psoriasis,psoriasis 9___DOID_0111284,19,DOID:0111284
psoriasis,psoriasis 15___DOID_0111281,19,DOID:0111281
psoriasis,psoriasis 12___DOID_0111291,19,DOID:0111291
psychopathic personalities,,0,
psychopathic personality,antisocial personality disorder___DOID_10939,1,DOID:10939
psychopathy,,0,
psychosis,obsolete psychogenic depressive psychosis___DOID_7581,11,DOID:7581
psychosis,obsolete acute psychogenic paranoid psychosis___DOID_13923,11,DOID:13923
psychosis,drug psychosis___DOID_1742,11,DOID:1742
psychosis,x-linked intellectual disability-psychosis-macroorchidism syndrome___DOID_0060827,11,DOID:0060827
psychosis,amnestic disorder___DOID_10914,11,DOID:10914
psychosis,alcoholic psychosis___DOID_252,11,DOID:252
psychosis,substance-induced psychosis___DOID_8646,11,DOID:8646
psychosis,wernicke-korsakoff syndrome___DOID_10915,11,DOID:10915
psychosis,obsolete protracted reactive paranoid psychosis___DOID_9900,11,DOID:9900
psychosis,itm2b-related cerebral amyloid angiopathy 2___DOID_0070030,11,DOID:0070030
psychosis,childhood disintegrative disease___DOID_13487,11,DOID:13487
pulmonary cancer,lung cancer___DOID_1324,1,DOID:1324
pulmonary cancers,lung cancer___DOID_1324,1,DOID:1324
pulmonary disease,chronic obstructive pulmonary disease___DOID_3083,2,DOID:3083
pulmonary disease,cor pulmonale___DOID_8515,2,DOID:8515
pulmonary embolus,pulmonary embolism___DOID_9477,1,DOID:9477
pulmonary infarction,,0,
pulmonary infection,,0,
pulmonary inflammation,,0,
pulmonitis,,0,
puppet syndrome,angelman syndrome___DOID_1932,1,DOID:1932
pustulosis,sapho syndrome___DOID_13677,2,DOID:13677
pustulosis,pustulosis of palm and sole___DOID_4398,2,DOID:4398
pyarthrosis,,0,
pyelitis,pyelitis___DOID_2744,1,DOID:2744
pyelonephritis,xanthogranulomatous pyelonephritis___DOID_11401,8,DOID:11401
pyelonephritis,pyelonephritis___DOID_11400,8,DOID:11400
pyelonephritis,obsolete chronic pyelonephritis without lesion of renal medullary necrosis___DOID_11978,8,DOID:11978
pyelonephritis,obsolete acute pyelonephritis with lesion of renal medullary necrosis___DOID_13380,8,DOID:13380
pyelonephritis,chronic pyelonephritis___DOID_1076,8,DOID:1076
pyelonephritis,obsolete chronic pyelonephritis with lesion of renal medullary necrosis___DOID_1075,8,DOID:1075
pyelonephritis,acute pyelonephritis___DOID_559,8,DOID:559
pyelonephritis,obsolete acute pyelonephritis without lesion of renal medullary necrosis___DOID_558,8,DOID:558
pyoderma,pyoderma___DOID_4223,3,DOID:4223
pyoderma,pyoderma gangrenosum___DOID_8553,3,DOID:8553
pyoderma,papa syndrome___DOID_0080519,3,DOID:0080519
pyorrhea,,0,
pyothorax,pleural empyema___DOID_3798,1,DOID:3798
q fever,obsolete coxiella burnetii pneumonia___DOID_0050220,3,DOID:0050220
q fever,q fever___DOID_11100,3,DOID:11100
q fever,obsolete coxiella burnetii hepatitis___DOID_0050221,3,DOID:0050221
query fever,,0,
rabbia,,0,
rabia,,0,
rabies,obsolete pseudorabies___DOID_3902,2,DOID:3902
rabies,rabies___DOID_11260,2,DOID:11260
rachischisis,,0,
rash psoriaform,,0,
rasmussen syndrome,,0,
rasmussen' syndrome,,0,
rasmussen's syndrome,,0,
raynaud's,raynaud disease___DOID_10300,1,DOID:10300
read disability,,0,
reading disabilities,,0,
reading disorder,reading disorder___DOID_13365,1,DOID:13365
reading disorders,,0,
reading impairment,,0,
rectal cancer,descending colon cancer___DOID_12190,29,DOID:12190
rectal cancer,rectum kaposi's sarcoma___DOID_6190,29,DOID:6190
rectal cancer,rectum sarcomatoid carcinoma___DOID_7356,29,DOID:7356
rectal cancer,rectum rhabdomyosarcoma___DOID_4053,29,DOID:4053
rectal cancer,rectum leiomyosarcoma___DOID_5297,29,DOID:5297
rectal cancer,hereditary nonpolyposis colorectal cancer type 7___DOID_0070276,29,DOID:0070276
rectal cancer,rectum carcinoma in situ___DOID_9174,29,DOID:9174
rectal cancer,hereditary nonpolyposis colorectal cancer type 5___DOID_0070272,29,DOID:0070272
rectal cancer,hereditary nonpolyposis colorectal cancer type 6___DOID_0070273,29,DOID:0070273
rectal cancer,rectum lymphoma___DOID_1988,29,DOID:1988
rectal cancer,rectal cloacogenic carcinoma___DOID_6959,29,DOID:6959
rectal cancer,transverse colon cancer___DOID_261,29,DOID:261
rectal cancer,hereditary nonpolyposis colorectal cancer type 2___DOID_0070274,29,DOID:0070274
rectal cancer,rectum signet ring adenocarcinoma___DOID_7707,29,DOID:7707
rectal cancer,rectum cancer___DOID_1993,29,DOID:1993
rectal cancer,hereditary nonpolyposis colorectal cancer type 4___DOID_0070275,29,DOID:0070275
rectal cancer,ascending colon cancer___DOID_218,29,DOID:218
rectal cancer,rectum adenocarcinoma___DOID_1996,29,DOID:1996
rectal cancer,bronchiolo-alveolar adenocarcinoma___DOID_4926,29,DOID:4926
rectal cancer,lynch syndrome___DOID_3883,29,DOID:3883
rectal cancer,colorectal cancer___DOID_9256,29,DOID:9256
rectal cancer,obsolete recurrent colorectal cancer___DOID_6981,29,DOID:6981
rectal cancer,rectum sarcoma___DOID_1995,29,DOID:1995
rectal cancer,rectum squamous cell carcinoma___DOID_5528,29,DOID:5528
rectal cancer,rectum mucinous adenocarcinoma___DOID_3709,29,DOID:3709
rectal cancer,obsolete recurrent rectal cancer___DOID_7358,29,DOID:7358
rectal cancer,lynch syndrome 1___DOID_0070271,29,DOID:0070271
rectal cancer,sigmoid colon cancer___DOID_12192,29,DOID:12192
rectal cancer,hereditary nonpolyposis colorectal cancer type 8___DOID_0070270,29,DOID:0070270
rectal cancers,descending colon cancer___DOID_12190,26,DOID:12190
rectal cancers,rectum kaposi's sarcoma___DOID_6190,26,DOID:6190
rectal cancers,rectum sarcomatoid carcinoma___DOID_7356,26,DOID:7356
rectal cancers,rectum rhabdomyosarcoma___DOID_4053,26,DOID:4053
rectal cancers,rectum leiomyosarcoma___DOID_5297,26,DOID:5297
rectal cancers,hereditary nonpolyposis colorectal cancer type 7___DOID_0070276,26,DOID:0070276
rectal cancers,rectum carcinoma in situ___DOID_9174,26,DOID:9174
rectal cancers,hereditary nonpolyposis colorectal cancer type 5___DOID_0070272,26,DOID:0070272
rectal cancers,hereditary nonpolyposis colorectal cancer type 6___DOID_0070273,26,DOID:0070273
rectal cancers,rectum lymphoma___DOID_1988,26,DOID:1988
rectal cancers,rectal cloacogenic carcinoma___DOID_6959,26,DOID:6959
rectal cancers,transverse colon cancer___DOID_261,26,DOID:261
rectal cancers,hereditary nonpolyposis colorectal cancer type 2___DOID_0070274,26,DOID:0070274
rectal cancers,rectum signet ring adenocarcinoma___DOID_7707,26,DOID:7707
rectal cancers,rectum cancer___DOID_1993,26,DOID:1993
rectal cancers,hereditary nonpolyposis colorectal cancer type 4___DOID_0070275,26,DOID:0070275
rectal cancers,ascending colon cancer___DOID_218,26,DOID:218
rectal cancers,rectum adenocarcinoma___DOID_1996,26,DOID:1996
rectal cancers,colorectal cancer___DOID_9256,26,DOID:9256
rectal cancers,obsolete recurrent colorectal cancer___DOID_6981,26,DOID:6981
rectal cancers,rectum sarcoma___DOID_1995,26,DOID:1995
rectal cancers,rectum squamous cell carcinoma___DOID_5528,26,DOID:5528
rectal cancers,rectum mucinous adenocarcinoma___DOID_3709,26,DOID:3709
rectal cancers,obsolete recurrent rectal cancer___DOID_7358,26,DOID:7358
rectal cancers,sigmoid colon cancer___DOID_12192,26,DOID:12192
rectal cancers,hereditary nonpolyposis colorectal cancer type 8___DOID_0070270,26,DOID:0070270
rectal tumor,descending colon cancer___DOID_12190,7,DOID:12190
rectal tumor,rectum cancer___DOID_1993,7,DOID:1993
rectal tumor,bronchiolo-alveolar adenocarcinoma___DOID_4926,7,DOID:4926
rectal tumor,rectal benign neoplasm___DOID_1984,7,DOID:1984
rectal tumor,transverse colon cancer___DOID_261,7,DOID:261
rectal tumor,ascending colon cancer___DOID_218,7,DOID:218
rectal tumor,sigmoid colon cancer___DOID_12192,7,DOID:12192
rectal tumors,descending colon cancer___DOID_12190,5,DOID:12190
rectal tumors,rectum cancer___DOID_1993,5,DOID:1993
rectal tumors,transverse colon cancer___DOID_261,5,DOID:261
rectal tumors,ascending colon cancer___DOID_218,5,DOID:218
rectal tumors,sigmoid colon cancer___DOID_12192,5,DOID:12192
rectum cancer,rectum carcinoma in situ___DOID_9174,13,DOID:9174
rectum cancer,rectum cancer___DOID_1993,13,DOID:1993
rectum cancer,rectum kaposi's sarcoma___DOID_6190,13,DOID:6190
rectum cancer,rectum sarcomatoid carcinoma___DOID_7356,13,DOID:7356
rectum cancer,rectum sarcoma___DOID_1995,13,DOID:1995
rectum cancer,rectum squamous cell carcinoma___DOID_5528,13,DOID:5528
rectum cancer,rectum lymphoma___DOID_1988,13,DOID:1988
rectum cancer,rectal cloacogenic carcinoma___DOID_6959,13,DOID:6959
rectum cancer,rectum rhabdomyosarcoma___DOID_4053,13,DOID:4053
rectum cancer,rectum mucinous adenocarcinoma___DOID_3709,13,DOID:3709
rectum cancer,rectum adenocarcinoma___DOID_1996,13,DOID:1996
rectum cancer,rectum signet ring adenocarcinoma___DOID_7707,13,DOID:7707
rectum cancer,rectum leiomyosarcoma___DOID_5297,13,DOID:5297
red eye,,0,
reductase deficiency,primary hyperoxaluria type 2___DOID_0111671,15,DOID:0111671
reductase deficiency,mitochondrial complex ii deficiency___DOID_0060537,15,DOID:0060537
reductase deficiency,sjogren-larsson syndrome___DOID_14501,15,DOID:14501
reductase deficiency,apparent mineralocorticoid excess syndrome___DOID_4367,15,DOID:4367
reductase deficiency,pentosuria___DOID_0111258,15,DOID:0111258
reductase deficiency,sepiapterin reductase deficiency___DOID_0111168,15,DOID:0111168
reductase deficiency,17-beta hydroxysteroid dehydrogenase 3 deficiency___DOID_0112248,15,DOID:0112248
reductase deficiency,cortisone reductase deficiency 1___DOID_0090141,15,DOID:0090141
reductase deficiency,multiple acyl-coa dehydrogenase deficiency___DOID_0060358,15,DOID:0060358
reductase deficiency,congenital bile acid synthesis defect 2___DOID_0111069,15,DOID:0111069
reductase deficiency,cortisone reductase deficiency 2___DOID_0090140,15,DOID:0090140
reductase deficiency,cytochrome p450 oxidoreductase deficiency___DOID_0080925,15,DOID:0080925
reductase deficiency,mitochondrial complex i deficiency___DOID_0060536,15,DOID:0060536
reductase deficiency,cortisone reductase deficiency___DOID_0090139,15,DOID:0090139
reductase deficiency,congenital bile acid synthesis defect___DOID_0050674,15,DOID:0050674
reflux disease,gastroesophageal reflux disease___DOID_8534,2,DOID:8534
reflux disease,peptic esophagitis___DOID_13976,2,DOID:13976
refractive disorders,,0,
refractive error,refractive error___DOID_9835,1,DOID:9835
refractive errors,,0,
regional ileitis,,0,
reifenstein syndrome,partial androgen insensitivity syndrome___DOID_0080776,1,DOID:0080776
reifenstein' syndrome,,0,
reiter disease,reactive arthritis___DOID_6196,1,DOID:6196
reiter syndrome,reactive arthritis___DOID_6196,1,DOID:6196
reiter' disease,,0,
reiter' syndrome,,0,
reiter's disease,reactive arthritis___DOID_6196,1,DOID:6196
reiter's syndrome,,0,
reiters disease,,0,
remittent fever,,0,
renal calcification,,0,
renal calculi,,0,
renal calculus,,0,
renal cancer,kidney cancer___DOID_263,2,DOID:263
renal cancer,adrenal gland cancer___DOID_3953,2,DOID:3953
renal disease,"obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium___DOID_11271",7,DOID:11271
renal disease,hypoparathyroidism-deafness-renal disease syndrome___DOID_0060878,7,DOID:0060878
renal disease,renal coloboma syndrome___DOID_0090006,7,DOID:0090006
renal disease,benign hypertensive renal disease___DOID_11520,7,DOID:11520
renal disease,malignant hypertensive renal disease___DOID_10177,7,DOID:10177
renal disease,chronic kidney disease___DOID_784,7,DOID:784
renal disease,end stage renal disease___DOID_783,7,DOID:783
renal diseases,,0,
renal failure,"46,xy sex reversal 3___DOID_0111772",12,DOID:0111772
renal failure,obsolete acute renal failure with lesion of renal cortical necrosis___DOID_12555,12,DOID:12555
renal failure,acute kidney tubular necrosis___DOID_12556,12,DOID:12556
renal failure,benign hypertensive renal disease___DOID_11520,12,DOID:11520
renal failure,obsolete abortion complicated by renal failure___DOID_9518,12,DOID:9518
renal failure,x-linked nephrolithiasis type i___DOID_0111798,12,DOID:0111798
renal failure,kidney failure___DOID_1074,12,DOID:1074
renal failure,obsolete acute renal failure with lesion of renal medullary necrosis___DOID_9528,12,DOID:9528
renal failure,progressive myoclonus epilepsy 4___DOID_0111444,12,DOID:0111444
renal failure,chronic kidney disease___DOID_784,12,DOID:784
renal failure,obsolete postpartum acute renal failure___DOID_3019,12,DOID:3019
renal failure,end stage renal disease___DOID_783,12,DOID:783
renal failures,,0,
renal impairment,,0,
renal injury,,0,
renal insufficiency,adrenal cortical hypofunction___DOID_10493,5,DOID:10493
renal insufficiency,congenital adrenal insufficiency___DOID_0050546,5,DOID:0050546
renal insufficiency,immunodeficiency 54___DOID_0111967,5,DOID:0111967
renal insufficiency,secondary hyperparathyroidism of renal origin___DOID_12465,5,DOID:12465
renal insufficiency,addison's disease___DOID_13774,5,DOID:13774
renal lithiasis,,0,
renal stone,,0,
renal stones,,0,
renal tumor,kidney cancer___DOID_263,4,DOID:263
renal tumor,childhood kidney cancer___DOID_3675,4,DOID:3675
renal tumor,adrenal gland cancer___DOID_3953,4,DOID:3953
renal tumor,childhood multilocular cystic kidney neoplasm___DOID_7762,4,DOID:7762
renal tumors,kidney cancer___DOID_263,1,DOID:263
rendu-osler-weber disease,hereditary hemorrhagic telangiectasia___DOID_1270,1,DOID:1270
reproductive cancer,female reproductive organ cancer___DOID_120,1,DOID:120
respiratory failure,myofibrillar myopathy 9___DOID_0111188,5,DOID:0111188
respiratory failure,distal spinal muscular atrophy 1___DOID_0111064,5,DOID:0111064
respiratory failure,combined oxidative phosphorylation deficiency 3___DOID_0111486,5,DOID:0111486
respiratory failure,neonatal respiratory failure___DOID_11161,5,DOID:11161
respiratory failure,respiratory failure___DOID_11162,5,DOID:11162
respiratory syndrome,obsolete porcine reproductive and respiratory syndrome___DOID_4629,3,DOID:4629
respiratory syndrome,middle east respiratory syndrome___DOID_0080642,3,DOID:0080642
respiratory syndrome,severe acute respiratory syndrome___DOID_2945,3,DOID:2945
restless leg,restless legs syndrome___DOID_0050425,1,DOID:0050425
reticuloendotheliosis,obsolete leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb___DOID_10901,7,DOID:10901
reticuloendotheliosis,intrapelvic lymph node leukemic reticuloendotheliosis___DOID_12972,7,DOID:12972
reticuloendotheliosis,obsolete leukemic reticuloendotheliosis of intra-abdominal lymph nodes___DOID_283,7,DOID:283
reticuloendotheliosis,obsolete leukemic reticuloendotheliosis of intrathoracic lymph nodes___DOID_12021,7,DOID:12021
reticuloendotheliosis,obsolete leukemic reticuloendotheliosis of lymph nodes of inguinal region and lower limb___DOID_14258,7,DOID:14258
reticuloendotheliosis,"obsolete leukemic reticuloendotheliosis involving lymph nodes of head, face and neck___DOID_12392",7,DOID:12392
reticuloendotheliosis,hairy cell leukemia___DOID_285,7,DOID:285
retina cancer,retinal cancer___DOID_4645,1,DOID:4645
retina tumor,retinal cancer___DOID_4645,1,DOID:4645
retinal cancer,retinal cancer___DOID_4645,1,DOID:4645
retinal detachment,"obsolete recent retinal detachment, total or subtotal___DOID_9815",8,DOID:9815
retinal detachment,obsolete partial recent retinal detachment with single defect___DOID_5326,8,DOID:5326
retinal detachment,retinal detachment___DOID_5327,8,DOID:5327
retinal detachment,obsolete partial recent retinal detachment with retinal dialysis___DOID_9823,8,DOID:9823
retinal detachment,obsolete retinal detachment and defect___DOID_5328,8,DOID:5328
retinal detachment,obsolete total or subtotal old retinal detachment___DOID_9824,8,DOID:9824
retinal detachment,obsolete delimited old retinal detachment___DOID_9819,8,DOID:9819
retinal detachment,obsolete partial recent retinal detachment with giant tear___DOID_9816,8,DOID:9816
retinal perforation,retinal perforation___DOID_12514,1,DOID:12514
retinal tear,retinal perforation___DOID_12514,1,DOID:12514
retinal tumor,retinal cancer___DOID_4645,1,DOID:4645
retinoblastoma,obsolete relapsed retinoblastoma___DOID_4655,10,DOID:4655
retinoblastoma,familial retinoblastoma___DOID_4648,10,DOID:4648
retinoblastoma,trilateral retinoblastoma___DOID_4647,10,DOID:4647
retinoblastoma,retinoblastoma___DOID_768,10,DOID:768
retinoblastoma,unilateral retinoblastoma___DOID_4651,10,DOID:4651
retinoblastoma,extraocular retinoblastoma___DOID_4656,10,DOID:4656
retinoblastoma,intraocular retinoblastoma___DOID_4653,10,DOID:4653
retinoblastoma,childhood extraocular retinoblastoma___DOID_7747,10,DOID:7747
retinoblastoma,bilateral retinoblastoma___DOID_4650,10,DOID:4650
retinoblastoma,childhood intraocular retinoblastoma___DOID_6938,10,DOID:6938
retinopathies,,0,
retinopathy,retinal vasculopathy with cerebral leukodystrophy___DOID_0111567,28,DOID:0111567
retinopathy,solar retinopathy___DOID_11282,28,DOID:11282
retinopathy,exudative vitreoretinopathy 1___DOID_0111412,28,DOID:0111412
retinopathy,microcephaly and chorioretinopathy 1___DOID_0080105,28,DOID:0080105
retinopathy,exudative vitreoretinopathy 3___DOID_0111409,28,DOID:0111409
retinopathy,"microcephaly with or without chorioretinopathy, lymphedema, or mental retardation___DOID_0060349",28,DOID:0060349
retinopathy,severe nonproliferative diabetic retinopathy___DOID_8946,28,DOID:8946
retinopathy,autosomal recessive pericentral pigmentary retinopathy___DOID_0110422,28,DOID:0110422
retinopathy,dominant pericentral pigmentary retinopathy___DOID_0110420,28,DOID:0110420
retinopathy,hypertensive retinopathy___DOID_11561,28,DOID:11561
retinopathy,neovascular inflammatory vitreoretinopathy___DOID_9719,28,DOID:9719
retinopathy,exudative vitreoretinopathy 5___DOID_0111408,28,DOID:0111408
retinopathy,retinitis pigmentosa___DOID_10584,28,DOID:10584
retinopathy,x-linked exudative vitreoretinopathy 2___DOID_0111413,28,DOID:0111413
retinopathy,exudative vitreoretinopathy 4___DOID_0111411,28,DOID:0111411
retinopathy,birdshot chorioretinopathy___DOID_0111079,28,DOID:0111079
retinopathy,microcephaly and chorioretinopathy 2___DOID_0080106,28,DOID:0080106
retinopathy,revesz syndrome___DOID_0070026,28,DOID:0070026
retinopathy,obsolete aids retinopathy___DOID_6045,28,DOID:6045
retinopathy,exudative vitreoretinopathy___DOID_0050535,28,DOID:0050535
retinopathy,retinopathy of prematurity___DOID_13025,28,DOID:13025
retinopathy,coats disease___DOID_7765,28,DOID:7765
retinopathy,microcephaly and chorioretinopathy 3___DOID_0080107,28,DOID:0080107
retinopathy,proliferative diabetic retinopathy___DOID_13207,28,DOID:13207
retinopathy,background diabetic retinopathy___DOID_13208,28,DOID:13208
retinopathy,exudative vitreoretinopathy 7___DOID_0080264,28,DOID:0080264
retinopathy,exudative vitreoretinopathy 6___DOID_0111410,28,DOID:0111410
retinopathy,diabetic retinopathy___DOID_8947,28,DOID:8947
rett disorder,,0,
rett syndrome,rett syndrome___DOID_1206,1,DOID:1206
rett' disorder,,0,
rett' syndrome,,0,
rett's disorder,rett syndrome___DOID_1206,1,DOID:1206
rett's syndrome,,0,
rett-syndrom,,0,
retts syndrome,barrett's esophagus___DOID_9206,1,DOID:9206
reumatoid,,0,
reumatoide,,0,
reye syndrome,reye syndrome___DOID_14525,1,DOID:14525
reye' syndrome,,0,
reye's syndrome,reye syndrome___DOID_14525,1,DOID:14525
rhesus disease,,0,
rheumatic,pulmonary valve insufficiency___DOID_14265,18,DOID:14265
rheumatic,rheumatic pulmonary valve disease___DOID_5748,18,DOID:5748
rheumatic,mitral valve disease___DOID_61,18,DOID:61
rheumatic,rheumatic congestive heart failure___DOID_14172,18,DOID:14172
rheumatic,aortic valve stenosis___DOID_1712,18,DOID:1712
rheumatic,chronic rheumatic pericarditis___DOID_1869,18,DOID:1869
rheumatic,obsolete rheumatic endocarditis___DOID_14056,18,DOID:14056
rheumatic,aortic valve insufficiency___DOID_57,18,DOID:57
rheumatic,rheumatic heart disease___DOID_0050827,18,DOID:0050827
rheumatic,obsolete rheumatic pneumonia___DOID_1585,18,DOID:1585
rheumatic,obsolete rheumatic pericarditis___DOID_14044,18,DOID:14044
rheumatic,rheumatic disease___DOID_1575,18,DOID:1575
rheumatic,obsolete rheumatic chorea___DOID_9642,18,DOID:9642
rheumatic,rheumatic myocarditis___DOID_8481,18,DOID:8481
rheumatic,polymyalgia rheumatica___DOID_853,18,DOID:853
rheumatic,rheumatic fever___DOID_1586,18,DOID:1586
rheumatic,rheumatoid arthritis___DOID_7148,18,DOID:7148
rheumatic,tricuspid valve disease___DOID_0050826,18,DOID:0050826
rheumatica,polymyalgia rheumatica___DOID_853,1,DOID:853
rheumatism,palindromic rheumatism___DOID_1166,2,DOID:1166
rheumatism,obsolete rheumatism___DOID_4256,2,DOID:4256
rhinite,,0,
rhinitis,rhinitis___DOID_4483,6,DOID:4483
rhinitis,atrophic rhinitis___DOID_4731,6,DOID:4731
rhinitis,common cold___DOID_10459,6,DOID:10459
rhinitis,chronic rhinitis___DOID_8252,6,DOID:8252
rhinitis,allergic rhinitis___DOID_4481,6,DOID:4481
rhinitis,vasomotor rhinitis___DOID_4730,6,DOID:4730
rhino-sinusitis,common cold___DOID_10459,1,DOID:10459
rhinopharyngitis,obsolete gangosa of yaws___DOID_10564,2,DOID:10564
rhinopharyngitis,common cold___DOID_10459,2,DOID:10459
rhinorrhea,,0,
rhume banal,,0,
rib syndrome,tietze's syndrome___DOID_14021,2,DOID:14021
rib syndrome,obsolete cervical rib syndrome___DOID_3102,2,DOID:3102
rickettsiosis,scrub typhus___DOID_13371,6,DOID:13371
rickettsiosis,obsolete lymphangitis-associated rickettsiosis___DOID_0050482,6,DOID:0050482
rickettsiosis,obsolete rickettsiosis___DOID_1709,6,DOID:1709
rickettsiosis,endemic typhus___DOID_0050481,6,DOID:0050481
rickettsiosis,typhus___DOID_11256,6,DOID:11256
rickettsiosis,rickettsialpox___DOID_11103,6,DOID:11103
rock fever,,0,
rocky mountain spot fever,,0,
rocky mountain spotted fever,rocky mountain spotted fever___DOID_0050052,1,DOID:0050052
romano-ward syndrome,long qt syndrome___DOID_2843,1,DOID:2843
rosacea,rosacea conjunctivitis___DOID_9709,2,DOID:9709
rosacea,rosacea___DOID_8881,2,DOID:8881
roseola,exanthema subitum___DOID_0050495,1,DOID:0050495
rotavirus,obsolete rotavirus infectious disease___DOID_4887,2,DOID:4887
rotavirus,obsolete rotavirus gastroenteritis___DOID_2329,2,DOID:2329
rougeole,,0,
rubella,rubella___DOID_8781,6,DOID:8781
rubella,obsolete rubella virus hepatitis___DOID_0050207,6,DOID:0050207
rubella,obsolete congenital rubella___DOID_9228,6,DOID:9228
rubella,obsolete rubella virus encephalitis___DOID_0050187,6,DOID:0050187
rubella,obsolete rubella virus arthritis___DOID_9115,6,DOID:9115
rubella,obsolete rubella virus infectious disease___DOID_4864,6,DOID:4864
rubeola,,0,
saethre chotzen syndrome,,0,
salmonellosis,obsolete salmonella gastroenteritis___DOID_11092,2,DOID:11092
salmonellosis,salmonellosis___DOID_0060859,2,DOID:0060859
salpingitis,salpingitis___DOID_5733,14,DOID:5733
salpingitis,acute salpingitis___DOID_10973,14,DOID:10973
salpingitis,chronic gonococcal salpingitis___DOID_12718,14,DOID:12718
salpingitis,chronic eustachian salpingitis___DOID_1999,14,DOID:1999
salpingitis,pyosalpinx___DOID_5732,14,DOID:5732
salpingitis,salpingitis isthmica nodosa___DOID_5730,14,DOID:5730
salpingitis,chronic salpingo-oophoritis___DOID_12265,14,DOID:12265
salpingitis,acute gonococcal salpingitis___DOID_13942,14,DOID:13942
